"State","County","Median Income","Population","COVID Cases","COVID per million","Unemployment","Percent of adults with less than a high school diploma","Percent of adults with a high school diploma only","Percent of adults completing some college degree","Percent of adults with a bachelor's degree or higher"
"Missouri","New Madrid",33869,18272,5,273.642732049037,4.8,22,44.3,21,12.7
"Missouri","Newton",39334,58598,6,102.392573125363,3,13.3,34.4,32.6,19.7
"Missouri","Nodaway",31013,23081,2,86.6513582600407,2.9,7.5,38.6,26.1,27.8
"Missouri","Oregon",28722,10911,1,91.6506278068005,3.5,18.2,40.2,29.4,12.2
"Missouri","Osage",45582,13703,4,291.906881704736,2.4,10.1,43.9,27.1,18.9
"Missouri","Pemiscot",32811,17650,3,169.971671388102,5.5,22.9,41.3,23.7,12.1
"Missouri","Perry",41321,19202,28,1458.18143943339,2.3,12.5,44.7,26.8,16
"Missouri","Pettis",37763,42225,3,71.0479573712256,4.1,14.9,34.5,32.2,18.4
"Missouri","Phelps",39132,44847,1,22.2980355430687,3.1,12.2,29.9,28.3,29.5
"Missouri","Pike",34828,18541,4,215.73809395394,3.6,16,45.1,22.8,16.1
"Missouri","Platte",58878,94788,17,179.347596742204,2.6,4.6,21.8,31.8,41.8
"Missouri","Polk",33703,31054,1,32.2019707606105,3.6,12.5,37.1,30.1,20.3
"Missouri","Pulaski",40512,53436,12,224.56770716371,3.6,8.6,27.6,37.9,25.9
"Missouri","Ralls",40698,10255,1,97.5134080936129,2.8,11.4,49,25.9,13.6
"Missouri","Randolph",39903,25072,7,279.195915762604,3.8,13.7,35.4,35.7,15.3
"Missouri","Ray",42305,22949,7,305.024184060308,3.6,12.9,46,27.3,13.9
"Missouri","Reynolds",35034,6565,2,304.645849200305,3.1,21.4,41.3,26.2,11.1
"Missouri","Ripley",30437,13969,2,143.174171379483,5.2,20,42,27.1,10.9
"Missouri","Saline",38580,23347,5,214.16027755172,3,15.9,39.4,26.7,18
"Missouri","Scotland",33262,4863,1,205.634382068682,2.9,22.9,39,26.1,12
"Missouri","Scott",40221,38903,10,257.04958486492,3.4,15.4,42.1,28,14.5
"Missouri","Shelby",40356,6108,1,163.719711853307,3,9.9,42.6,30.5,17
"Missouri","St. Charles",53745,379493,237,624.517448279678,2.5,5.3,25.1,31.8,37.8
"Missouri","St. Francois",34485,65960,19,288.053365676167,3.7,15.6,37.7,32.7,14
"Missouri","St. Louis",71360,1001876,1203,1200.74739788157,3,6.7,21.2,28.9,43.2
"Missouri","Ste. Genevieve",41822,17914,6,334.933571508317,2.8,11.3,40,30.9,17.7
"Missouri","Stoddard",37020,29867,8,267.854153413466,4.4,19.3,40.2,27.3,13.2
"Missouri","Stone",38900,31104,3,96.4506172839506,4.7,13.5,33.1,35,18.4
"Missouri","Taney",35956,54230,7,129.079845104186,5.2,11.3,34,36.2,18.4
"Missouri","Warren",41674,33253,11,330.797221303341,2.8,12.1,38.4,30.9,18.6
"Missouri","Webster",32589,36888,3,81.327260897853,3.1,13.2,38.4,31.5,16.9
"Missouri","Worth",35573,2073,1,482.392667631452,2.8,12.9,42.1,27.5,17.5
"Missouri","Wright",32178,18291,7,382.701875239189,4.1,19.2,44.2,25.3,11.4
"Montana","Beaverhead",44664,9345,1,107.009095773141,3.1,4.6,29.2,30.7,35.5
"Montana","Broadwater",39306,5667,4,705.840832892183,4,5.6,36.7,30.6,27
"Montana","Carbon",47442,10399,2,192.326185210116,3.5,5.9,28.8,33.3,32
"Montana","Cascade",47518,82344,11,133.585932186923,3.6,8.3,31.6,34,26
"Montana","Deer Lodge",39063,9150,3,327.868852459016,3.6,10.2,37.7,34.7,17.4
"Montana","Flathead",47331,94924,31,326.577051114576,4.8,6.1,29.9,34.1,29.9
"Montana","Gallatin",54734,97308,118,1212.64438689522,2.5,3.3,18.8,28.9,49
"Montana","Glacier",34458,13696,1,73.0140186915888,7.8,11.1,41.6,28.4,19
"Montana","Hill",45017,16596,1,60.2554832489757,3.6,10.4,29.7,35.4,24.5
"Montana","Jefferson",47960,11558,2,173.040318394186,3.8,5.2,28.5,32.3,34
"Montana","Lake",39365,29099,5,171.827210557064,4.3,8.8,29.7,33.5,28
"Montana","Lewis and Clark",48562,65856,15,227.769679300292,3.3,5,24.5,32,38.6
"Montana","Liberty",40956,2359,1,423.908435777872,2.5,25,23.8,34.7,16.6
"Montana","Lincoln",35432,19125,7,366.013071895425,7.4,12.2,34.9,32.6,20.2
"Montana","Madison",49115,7820,9,1150.89514066496,3.5,4.7,33.8,32.7,28.9
"Montana","Meagher",46128,1853,1,539.665407447383,3.9,5.4,40.3,28.3,26.1
"Montana","Missoula",49492,112684,24,212.984984558589,3.3,4.5,21.3,31.7,42.5
"Montana","Musselshell",43133,4589,1,217.912399215515,4.3,10.5,42.5,32.9,14.1
"Montana","Park",48114,15880,6,377.833753148615,3.8,4.6,31.6,31.4,32.4
"Montana","Ravalli",44602,41030,2,48.7448208627833,4.2,9,30.3,33.6,27.1
"Montana","Roosevelt",34794,11332,1,88.2456759618779,4.6,13.2,34.6,35,17.1
"Montana","Silver Bow",48939,34680,11,317.185697808535,4,8.2,33.8,31.7,26.4
"Montana","Toole",45481,5150,15,2912.6213592233,2.6,14.8,39.1,31.6,14.5
"Montana","Yellowstone",52340,155634,47,301.990567613761,3.3,6.3,30.3,32.4,31
"Nebraska","Adams",49139,31457,15,476.841402549512,2.9,10,28,37.1,24.9
"Nebraska","Antelope",46981,6398,1,156.298843388559,2.4,7.6,33,40.3,19.1
"Nebraska","Buffalo",54052,48224,23,476.940942269409,2.3,7,24.9,33.4,34.7
"Nebraska","Cass",53602,25524,2,78.3576241968344,3,5.1,29.9,37.6,27.4
"Nebraska","Cherry",45124,5762,1,173.550850399167,2.1,8.7,32.7,37.4,21.2
"Nebraska","Cheyenne",48263,10148,1,98.5415845486795,2.8,6.7,28.3,38.8,26.2
"Nebraska","Colfax",43106,10504,3,285.605483625286,2.3,29.8,29.6,26.1,14.5
"Nebraska","Cuming",58610,9027,2,221.557549573502,2.5,12.6,36.1,28,23.2
"Nebraska","Custer",44290,10728,1,93.214019388516,2.1,7.1,31.7,40.2,20.9
"Nebraska","Dawson",43055,24096,1,41.5006640106242,2.8,22.1,32,30.2,15.6
"Nebraska","Dodge",47330,36744,7,190.507293707816,2.7,10.7,36.3,34.5,18.6
"Nebraska","Douglas",63435,543244,159,292.686159442166,3.1,10,21.3,29.8,38.9
"Nebraska","Gage",49863,21663,23,1061.71813691548,3.2,10.3,35.2,34.3,20.2
"Nebraska","Gosper",52671,1970,1,507.61421319797,2.5,4.3,35.1,34.2,26.4
"Nebraska","Hall",43625,61492,58,943.212125154492,3.2,15.3,31,32.7,20.9
"Nebraska","Hamilton",54782,9135,7,766.283524904215,2.5,5.3,30.7,37.9,26
"Nebraska","Kearney",56309,6644,2,301.023479831427,2.1,3.9,34.2,39.3,22.7
"Nebraska","Kimball",44069,3713,9,2423.91597091301,2.6,11.5,33.8,36.6,18.2
"Nebraska","Knox",48268,8482,2,235.793444942231,3,8.8,33.3,36.2,21.7
"Nebraska","Lancaster",49889,301795,34,112.659255454862,2.5,6.5,21.9,32.8,38.8
"Nebraska","Lincoln",46623,35815,16,446.740192656708,3,6.8,30,41.1,22.1
"Nebraska","Logan",37603,750,1,1333.33333333333,2.8,7.4,28,45,19.7
"Nebraska","Madison",50630,35174,5,142.150452038437,2.5,9.9,30.7,37,22.4
"Nebraska","Merrick",47386,7766,2,257.532835436518,2.8,6,33,43.6,17.4
"Nebraska","Nemaha",48807,7175,1,139.372822299652,3.4,7,31.4,33.5,28.1
"Nebraska","Otoe",53850,15797,1,63.3031588276255,2.8,8.5,36.4,33.4,21.8
"Nebraska","Phelps",52792,9187,1,108.849461195167,2.2,6.3,31.9,35.8,25.9
"Nebraska","Platte",49386,32666,5,153.064348252005,2.6,11.3,30.7,35.8,22.2
"Nebraska","Sarpy",50333,172193,29,168.415673110986,2.7,4.8,21.1,34.1,40.1
"Nebraska","Saunders",52193,20919,4,191.213729145753,2.7,7.2,29.8,37.6,25.4
"Nebraska","Scotts Bluff",44171,36465,6,164.541341011929,3.2,12.5,28.9,36.3,22.4
"Nebraska","Seward",49832,17150,1,58.3090379008746,2.6,5.9,26.9,38,29.2
"Nebraska","Stanton",48167,6069,1,164.771791069369,2.5,7,32.3,44,16.6
"Nebraska","Washington",56640,20258,20,987.264290650607,2.8,4.3,30.9,34.5,30.3
"Nebraska","York",49892,13917,1,71.854566357692,2.5,6.3,29.5,36.1,28.1
"Nevada","Clark",47090,2069681,1734,837.810271244699,4.8,14.3,28.6,33.2,23.9
"Nevada","Douglas",75159,47536,7,147.256815886907,4.3,6.3,24.1,40.8,28.9
"Nevada","Elko",46808,52766,8,151.612780957435,3.3,14.8,29.6,37.4,18.2
"Nevada","Humboldt",46927,17279,11,636.610914983506,3.4,16.4,34.3,33,16.3
"Nevada","Lyon",38713,51789,3,57.927359091699,5.4,12.9,32.5,40.6,14
"Nevada","Nye",37835,42282,7,165.555082541034,5.7,14.2,36.9,37.4,11.5
"Nevada","Washoe",59639,440078,309,702.148255536518,3.6,11.7,23.9,33.9,30.5
"Nevada","White Pine",44736,10034,1,99.6611520829181,3.7,14.1,37.9,33.1,14.9
"New Hampshire","Belknap",61091,60305,18,298.482712876213,2.5,7.4,28.5,31.6,32.4
"New Hampshire","Carroll",58949,47399,19,400.852338656934,2.5,6.2,29.9,30.3,33.6
"New Hampshire","Cheshire",51969,76115,13,170.794192997438,2.5,7,31.3,29.1,32.6
"New Hampshire","Coos",43098,31653,1,31.5925820617319,3.2,11.4,40.1,30.5,18.1
"New Hampshire","Grafton",60426,89658,41,457.293269981485,2.1,7.2,27,25.3,40.5
"New Hampshire","Hillsborough",61147,405184,272,671.299952614121,2.6,8.2,26.3,28.2,37.3
"New Hampshire","Merrimack",57924,147171,52,353.33047951023,2.2,6.3,27.8,30.3,35.6
"New Hampshire","Rockingham",73819,300621,246,818.306106359835,2.8,5.2,25.1,29,40.7
"New Hampshire","Strafford",50574,125604,46,366.230374828827,2.3,7.5,28,28.9,35.6
"New Hampshire","Sullivan",51682,43103,6,139.201447695056,2.1,8.9,37.2,27,26.8
"New Jersey","Atlantic",48668,275209,144,523.238702222674,5.9,13.1,32.1,27.4,27.4
"New Jersey","Bergen",85951,933572,7533,8069.00806793691,3.4,7.8,23.5,20.5,48.3
"New Jersey","Burlington",62120,449722,733,1629.89580229564,3.8,6.4,28.3,27.8,37.5
"New Jersey","Camden",54103,511038,736,1440.20601207738,4.6,11.6,30.1,26.6,31.8
"New Jersey","Cape May",60877,95344,94,985.903675113274,8.4,8.8,32.6,27.2,31.5
"New Jersey","Cumberland",40289,157389,71,451.111577047951,6.5,22.1,38.5,24.7,14.7
"New Jersey","Essex",67459,795723,5078,6381.61772375563,5.2,14.3,28.1,22.8,34.8
"New Jersey","Gloucester",54745,290951,311,1068.90851036773,4.2,7.1,33,28,31.9
"New Jersey","Hudson",65139,669115,4949,7396.33695254179,3.9,15.8,25.7,17.6,40.9
"New Jersey","Hunterdon",89610,126067,234,1856.15585363339,3.3,4.9,21.2,21.9,52
"New Jersey","Mercer",69344,371537,837,2252.80389301738,3.7,12,24.5,21.6,42
"New Jersey","Middlesex",61065,836297,3717,4444.59324857078,3.6,10.2,25.7,21.4,42.7
"New Jersey","Monmouth",79978,629279,2770,4401.86308457775,3.7,6.8,24,24.2,44.9
"New Jersey","Morris",98842,499727,2239,4480.44632369274,3.3,5.7,20.2,20.6,53.6
"New Jersey","Ocean",52008,586301,2641,4504.51218742591,4.3,8.2,33.9,28.7,29.2
"New Jersey","Passaic",50570,508856,4104,8065.15006210008,5.1,16.6,34.1,21.2,28.1
"New Jersey","Salem",48496,64715,31,479.023410337634,5.4,12.3,37.7,29,20.9
"New Jersey","Somerset",106194,332568,1033,3106.13167833345,3.4,5.3,20,20.2,54.5
"New Jersey","Sussex",61757,144909,331,2284.19214817575,4,5.2,31.4,28.5,34.9
"New Jersey","Union",68262,552939,4368,7899.60556227721,4.3,13.8,28.7,22.4,35.1
"New Jersey","Warren",56058,106917,255,2385.02763826146,3.8,8.8,31.5,27.8,31.8
"New Mexico","Bernalillo",44057,675551,307,454.443853979936,4.5,11.2,23.2,31.6,33.9
"New Mexico","Catron",32010,3556,1,281.214848143982,6.4,6.1,42.9,28.8,22.2
"New Mexico","Chaves",40322,65878,15,227.693615471022,4.9,22,27.8,32.5,17.8
"New Mexico","Cibola",28130,27349,15,548.466123075798,6.3,17.4,31.8,37.4,13.4
"New Mexico","Curry",44161,50969,8,156.958151032981,4.1,17,27.5,35.7,19.8
"New Mexico","Eddy",54122,56395,4,70.9282737831368,3.3,15.5,36.9,31.7,15.9
"New Mexico","Grant",41026,29096,4,137.475941710201,4.9,12.9,25.5,34.3,27.3
"New Mexico","Lea",44437,69999,2,28.5718367405249,4.1,27.1,32.4,27.5,13
"New Mexico","Lincoln",41793,19706,1,50.7459656957272,4.6,8.5,29.1,33.1,29.3
"New Mexico","Los Alamos",70600,17682,2,113.109376767334,3.4,2.2,9.9,21.5,66.5
"New Mexico","McKinley",27771,74098,55,742.26024993927,7.1,24.6,33.7,30.1,11.6
"New Mexico","Otero",34636,65082,3,46.0956946621186,4.9,16.5,27.2,37.3,19
"New Mexico","Rio Arriba",34582,39777,6,150.840938230636,5.2,13.8,31.3,36.5,18.5
"New Mexico","Roosevelt",39446,19536,1,51.1875511875512,4.3,19.1,29.7,26.1,25.1
"New Mexico","San Juan",35453,123785,107,864.401987316719,5.8,15.8,30.7,38.3,15.2
"New Mexico","San Miguel",34579,28239,1,35.412018839194,5.9,18.8,26.3,32.2,22.7
"New Mexico","Sandoval",41547,137608,128,930.178477995465,5,10.3,25,34.7,30
"New Mexico","Santa Fe",58510,148164,66,445.452336599984,4.1,11.1,22.9,25.1,40.9
"New Mexico","Socorro",34699,17310,5,288.850375505488,5.3,20.9,36.4,21.5,21.2
"New Mexico","Taos",38455,33084,14,423.165276266473,6.5,10.9,26.3,34.8,28
"New Mexico","Torrance",30245,15611,7,448.401767984114,7.6,14.2,36.6,33.6,15.6
"New Mexico","Valencia",33424,75817,7,92.3275782476226,5.5,17,32.8,33.2,17.1
"New York","Albany",61201,308171,333,1080.56890492616,3.7,7.3,24.1,27.3,41.3
"New York","Allegany",34880,47736,17,356.125356125356,5.6,10,36.7,33.1,20.2
"New York","Broome",44540,197349,86,435.776213712763,4.9,9.5,31.1,31.1,28.3
"New York","Cattaraugus",39995,78600,13,165.394402035623,5.3,11.5,39.4,30,19.1
"New York","Cayuga",42231,78823,14,177.613133222537,4.5,12.3,33,32.4,22.3
"New York","Chautauqua",40759,132053,18,136.308906272482,5,11.1,35.9,31.3,21.7
"New York","Chemung",44373,87770,49,558.277315711519,4.7,9.7,36,30.5,23.9
"New York","Chenango",41840,49426,51,1031.84558734269,4.7,11.8,39,30.8,18.3
"New York","Clinton",44081,81632,37,453.253626029008,4.4,12.1,37.3,27.7,22.9
"New York","Columbia",55810,62122,72,1159.0096906088,3.3,9.6,30.5,28.6,31.3
"New York","Cortland",40691,49024,16,326.370757180157,5.1,9.3,32.7,31.2,26.9
"New York","Delaware",39632,46581,36,772.847298254653,4.8,11.8,37.7,28.6,21.9
"New York","Dutchess",56365,296579,1249,4211.35683915584,3.7,9.5,26.2,29.1,35.2
"New York","Erie",51539,922835,1234,1337.18378691749,4.4,8.6,27.7,30,33.7
"New York","Essex",45996,38679,9,232.684402388893,4.9,8.9,32.9,30.7,27.6
"New York","Franklin",37644,51262,10,195.076274823456,5.2,13.2,37.6,29.8,19.4
"New York","Fulton",43112,54105,13,240.273542186489,5.1,12.6,35.7,33.9,17.8
"New York","Genesee",43582,59162,33,557.79047361482,4.2,7.9,36.6,33.9,21.5
"New York","Greene",47008,47967,24,500.343986490712,4.5,12.8,38.2,27,22.1
"New York","Hamilton",54086,4715,2,424.178154825026,6.8,17.4,28.5,34.8,19.3
"New York","Herkimer",41581,63744,27,423.569277108434,4.9,10.1,37,32,21
"New York","Jefferson",46924,119103,39,327.447671343291,5.6,8.9,34,34.8,22.3
"New York","Lewis",43971,27220,6,220.426157237325,5.5,10.2,46.1,27.4,16.3
"New York","Livingston",45908,64586,24,371.59755984269,4.3,10.3,32.9,31.4,25.4
"New York","Madison",44502,72369,92,1271.26255717227,4.8,8.8,34,30.2,27
"New York","Monroe",52951,749857,596,794.818212005756,4.3,9.7,24,28.7,37.7
"New York","Montgomery",41628,49779,18,361.598264328331,5.1,14.2,35.2,33.2,17.5
"New York","Nassau",89839,1358627,16610,12225.5777339917,3.5,8.8,23,23,45.2
"New York","Niagara",45501,213525,126,590.094836670179,5.2,8.8,34.2,33.2,23.8
"New York","Oneida",44697,232871,118,506.718311855061,4.4,11.4,32.9,31,24.7
"New York","Onondaga",52886,468196,397,847.935480012644,4,9.3,25.3,30,35.5
"New York","Ontario",53498,109707,33,300.801225081353,3.9,6.6,26.8,32.2,34.5
"New York","Orange",51848,376099,3829,10180.8300474077,3.9,10.3,29.7,30.3,29.8
"New York","Orleans",38963,41984,15,357.278963414634,4.9,12.9,38.8,32.4,15.9
"New York","Oswego",40538,120913,34,281.193916286917,5.5,12.2,37.6,31.5,18.6
"New York","Otsego",43522,61128,34,556.209920167517,4.3,8.8,32,28.3,30.9
"New York","Putnam",65833,99487,402,4040.72893945943,3.7,7,26.9,26.2,39.9
"New York","Rensselaer",49156,159774,88,550.777973888117,3.9,8.4,29.1,32.4,30.1
"New York","Rockland",60464,323866,5990,18495.3036132227,3.7,12.1,22.5,24.8,40.6
"New York","Saratoga",67618,224921,155,689.130850387469,3.5,5.9,24.5,28.2,41.4
"New York","Schenectady",50533,155735,145,931.068802773943,4,9.7,29.3,29.6,31.4
"New York","Schoharie",40791,31566,12,380.155863904201,4.8,10.4,36.9,30.4,22.3
"New York","Schuyler",42063,18479,4,216.461929758104,5.1,10.7,36.5,30.5,22.3
"New York","Seneca",38593,34884,10,286.66437335168,3.9,14.6,34.9,29.6,20.9
"New York","St. Lawrence",37940,111400,61,547.576301615799,5.6,11.3,36.9,28.2,23.6
"New York","Steuben",45194,98394,75,762.241600097567,4.9,10,37.4,29.5,23.1
"New York","Suffolk",68617,1502968,15561,10353.5138472675,3.9,9.6,27.9,26.9,35.6
"New York","Sullivan",46303,75943,270,3555.29805248673,4.1,13.8,33.6,29.4,23.2
"New York","Tioga",45910,49870,8,160.417084419491,4.4,9.2,36.1,29.2,25.5
"New York","Tompkins",45282,104691,103,983.847704196158,3.6,5.8,19.4,22.1,52.7
"New York","Ulster",50462,180445,398,2205.65823381086,3.9,9.5,29.8,28.6,32.2
"New York","Warren",52475,64973,31,477.121265756545,4.6,8.3,31.8,29.8,30
"New York","Washington",40043,62372,19,304.623869685115,4.1,12.3,38.2,29.1,20.4
"New York","Wayne",46048,92051,35,380.224006257401,4.2,10.6,34.6,32.6,22.3
"New York","Westchester",108976,972634,14294,14696.1755398228,3.9,12.2,19.6,20,48.2
"New York","Wyoming",39801,41188,23,558.41507235117,4.6,10.4,40.7,32.4,16.5
"New York","Yates",39402,25208,1,39.6699460488734,3.8,13.8,34,27.8,24.4
"North Carolina","Alamance",39342,155792,24,154.051555920715,3.7,14.5,27.6,34,24
"North Carolina","Alleghany",37549,10879,2,183.84042650979,4.5,23.4,29.5,30.5,16.7
"North Carolina","Anson",34616,25765,5,194.061711624297,4.5,19.5,41.5,29.5,9.6
"North Carolina","Ashe",36300,27126,2,73.7300007373,3.6,15.8,32.3,32.9,19
"North Carolina","Beaufort",41643,47585,10,210.150257434065,4.6,12.4,33.6,34.6,19.4
"North Carolina","Bertie",34766,20106,9,447.62757385855,4.9,21.3,38,27.3,13.4
"North Carolina","Bladen",34306,34657,1,28.8541997287705,5.3,19.9,33.4,31.6,15.1
"North Carolina","Brunswick",42749,118836,26,218.788919182739,5.2,9.6,28.6,33.1,28.6
"North Carolina","Buncombe",48592,250539,33,131.716020260319,3,9,23.4,28.4,39.2
"North Carolina","Burke",35265,89486,39,435.822363274702,3.6,19.1,30.5,33.8,16.6
"North Carolina","Cabarrus",45220,192103,81,421.648802985898,3.6,10,25.2,33.7,31.2
"North Carolina","Caldwell",35374,81484,11,134.995827401698,3.8,20.3,32.5,32,15.3
"North Carolina","Carteret",49360,68811,25,363.314005028266,4.3,8.9,25.1,37.6,28.4
"North Carolina","Caswell",35591,23082,2,86.647604193744,4.4,20.5,33.3,30.7,15.5
"North Carolina","Catawba",45342,154534,27,174.718832101673,3.5,14.8,30.6,32.7,21.9
"North Carolina","Chatham",63041,68698,21,305.685755043815,3.3,11.8,21.4,25.5,41.3
"North Carolina","Cherokee",32266,27141,12,442.135514535205,4.4,13.7,34.6,32.4,19.2
"North Carolina","Chowan",40817,14572,1,68.6247598133406,4.4,16,34.3,30,19.8
"North Carolina","Clay",34057,10581,3,283.527076835838,4.3,11.5,34.2,31.5,22.8
"North Carolina","Cleveland",37661,97076,23,236.927767934402,4,16,34.7,31.9,17.4
"North Carolina","Columbus",32397,56953,13,228.258388495777,5,18.4,34.7,33.8,13.1
"North Carolina","Craven",43665,104510,18,172.232322265812,4.2,11.8,25.9,36.6,25.7
"North Carolina","Cumberland",38780,326328,62,189.99289058861,5.1,9.3,25.5,40.2,25
"North Carolina","Currituck",45435,24976,3,120.11531069827,3.6,10.8,27.7,38.4,23.1
"North Carolina","Dare",56314,35104,6,170.920692798541,5.1,6.7,23.2,37.1,33
"North Carolina","Davidson",39087,164072,70,426.641962065435,3.7,16.6,33,31.9,18.5
"North Carolina","Davie",47630,41434,20,482.695370951393,3.4,13.3,31.4,32.4,22.9
"North Carolina","Duplin",33619,59882,7,116.896563241041,4.3,25.8,32.5,30.6,11.1
"North Carolina","Durham",50698,294460,219,743.734293282619,3.5,11.6,17.3,23.6,47.5
"North Carolina","Edgecombe",34946,54933,11,200.243933519014,6.8,20.3,37.3,29.8,12.7
"North Carolina","Forsyth",48804,365298,106,290.174049679987,3.8,11.2,25.6,29.3,33.8
"North Carolina","Franklin",36238,62860,17,270.442252624881,4,15.9,29.5,33.4,21.3
"North Carolina","Gaston",41379,211127,58,274.716166099078,3.9,15.3,30.8,33.3,20.6
"North Carolina","Gates",36060,11567,2,172.905679951586,4,13.7,36.3,35.5,14.4
"North Carolina","Granville",38652,58500,76,1299.1452991453,3.4,15.8,31.3,30.6,22.3
"North Carolina","Greene",32569,21093,10,474.090930640497,3.9,25.9,32.5,31.1,10.5
"North Carolina","Guilford",45875,512119,119,232.367867624517,4.1,10.9,23.8,30.1,35.3
"North Carolina","Halifax",36013,52970,13,245.421936945441,6.1,22.5,37.8,25.2,14.4
"North Carolina","Harnett",34604,126666,32,252.632908594256,4.6,13.7,29.9,35.7,20.7
"North Carolina","Haywood",40290,59471,3,50.4447545862689,3.4,11.9,26.5,36.6,25
"North Carolina","Henderson",43276,111149,51,458.843534354785,3.2,10.1,24.3,33.8,31.8
"North Carolina","Hertford",32702,24308,5,205.693598815205,5,20.8,31.7,32.8,14.6
"North Carolina","Hoke",31148,51611,12,232.508573753657,5,14,27.8,39.8,18.4
"North Carolina","Iredell",50065,166675,54,323.983800809959,3.6,11,28.1,33.4,27.5
"North Carolina","Jackson",32844,40981,2,48.8031038774066,4.1,11.6,26.7,31.2,30.5
"North Carolina","Johnston",39922,181423,47,259.063073590449,3.6,13.7,29.3,35.1,21.8
"North Carolina","Jones",38536,10076,2,198.491464867011,4.2,18.4,30.4,38.1,13.1
"North Carolina","Lee",40098,59662,4,67.0443498374174,4.3,16.6,27.2,35.3,20.9
"North Carolina","Lenoir",40922,58485,10,170.984012994785,4,19.6,32.1,33.7,14.5
"North Carolina","Lincoln",45791,79829,11,137.794535820316,3.4,14.4,31.1,33.1,21.4
"North Carolina","Macon",40057,33875,1,29.520295202952,3.9,11.4,30.6,33.9,24.2
"North Carolina","Martin",34647,23454,4,170.546601858958,5,16.7,34.5,32,16.8
"North Carolina","McDowell",34077,44965,10,222.395196263761,3.4,16.2,33.5,33.4,16.9
"North Carolina","Mecklenburg",61137,1012539,810,799.96918637208,3.7,9.9,17.4,27.9,44.8
"North Carolina","Mitchell",35932,15311,3,195.937561230488,4.5,15.5,33.6,32.1,18.8
"North Carolina","Montgomery",35611,27395,11,401.533126482935,4,20.7,34.9,29.7,14.7
"North Carolina","Moore",51307,93077,20,214.8758554745,3.8,9.6,22,31.5,36.9
"North Carolina","Nash",42016,94357,24,254.353148150111,5.1,14.6,33.6,30.9,20.9
"North Carolina","New Hanover",45290,216298,51,235.785814015849,3.7,7.1,21.6,32.1,39.3
"North Carolina","Northampton",34185,20463,53,2590.04056101256,5.1,20.5,39.7,27,12.8
"North Carolina","Onslow",46142,187589,23,122.608468513612,4.7,8.8,29.2,40.7,21.4
"North Carolina","Orange",67385,140420,73,519.868964534966,3.3,7.3,14.8,20.3,57.6
"North Carolina","Pamlico",43532,12948,3,231.696014828545,4.1,12,30.3,38.3,19.4
"North Carolina","Pasquotank",39417,39787,9,226.204539171086,4.8,13.5,31.6,34.4,20.5
"North Carolina","Pender",35914,56250,2,35.5555555555556,4.1,12.5,29,32.1,26.4
"North Carolina","Perquimans",40781,13466,2,148.522204069508,4.8,13.5,30.8,35.4,20.4
"North Carolina","Person",38202,39132,7,178.881733619544,4.1,13.7,36.2,34.8,15.3
"North Carolina","Pitt",41191,175354,44,250.920994103357,4.2,10.6,23.6,34,31.8
"North Carolina","Polk",45291,20357,8,392.985213931326,3.7,9.1,26,33.2,31.7
"North Carolina","Randolph",37017,142778,35,245.135805236101,3.7,18.6,33.8,31.8,15.8
"North Carolina","Richmond",35148,45733,1,21.86604858636,5.5,19.7,34.9,31.4,13.9
"North Carolina","Robeson",29438,134760,6,44.5235975066785,5.9,22.9,34,29.9,13.2
"North Carolina","Rockingham",37137,91696,8,87.2448089338684,4.5,17.4,34.5,33.1,15
"North Carolina","Rowan",38089,138630,62,447.233643511505,3.9,14.7,32.8,33.7,18.7
"North Carolina","Rutherford",32764,66600,21,315.315315315315,5.1,17.4,31.9,33.4,17.3
"North Carolina","Sampson",35900,64050,5,78.064012490242,4,22.3,33.3,31.6,12.8
"North Carolina","Scotland",33229,35576,3,84.3265122554531,7.4,20.2,34.1,30.3,15.5
"North Carolina","Stanly",39047,60600,8,132.013201320132,3.6,14.9,34.7,34.6,15.8
"North Carolina","Stokes",36850,46419,8,172.343221525668,3.6,16.5,41.1,29.1,13.3
"North Carolina","Surry",38522,72968,10,137.046376493805,3.5,21.7,29.3,32.3,16.8
"North Carolina","Swain",38429,14274,1,70.0574471066274,4.3,21.7,31.1,31.2,16
"North Carolina","Transylvania",42070,33045,6,181.570585565138,3.8,11.4,27,30.1,31.5
"North Carolina","Union",51326,218568,83,379.74451886827,3.4,10.2,25,30,34.8
"North Carolina","Vance",35105,44614,12,268.973864706146,5.7,20,37,30,12.9
"North Carolina","Wake",59014,998691,351,351.460061220137,3.4,7.3,15.4,25.5,51.8
"North Carolina","Warren",30397,20231,3,148.287281894123,5.9,19.5,34.1,30.9,15.5
"North Carolina","Washington",36073,12570,7,556.881463802705,5.9,20.1,35.8,32.9,11.3
"North Carolina","Watauga",36684,52560,8,152.20700152207,3.5,10.5,20.3,27.6,41.6
"North Carolina","Wayne",38472,124456,32,257.118981808832,4.3,15.9,30.5,34,19.5
"North Carolina","Wilkes",36576,68838,4,58.1074406577762,3.7,21.4,31.5,31.6,15.5
"North Carolina","Wilson",40501,81401,36,442.255009152222,6.1,19.7,31.9,28.8,19.6
"North Carolina","Yadkin",37027,37792,9,238.145639288738,3.4,19,34.7,35.1,11.3
"North Dakota","Barnes",55784,11144,2,179.468772433597,2.7,8.6,28.2,36,27.2
"North Dakota","Bowman",60829,3247,1,307.976593778873,1.9,9.8,30.7,35.3,24.3
